gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation,gene_id_clean,gene_name_gtf,gene_type,gene_symbol,regulation_strict,abs_log2FC,rank_score
ENSMUSG00000038777.20,NA,13.668900728132538,-0.3562900310809029,0.34135223988062935,-1.0437606362433631,0.29659614789068683,0.4254289835046528,NO,ENSMUSG00000038777,Sema6c,protein_coding,Sema6c,NS,0.3562900310809029,0.13224521331762
ENSMUSG00000035299.18,NA,1111.2716607001043,-0.11974148159913754,0.1147383790245788,-1.0436044383500225,0.29666843861152925,0.42549607657055666,NO,ENSMUSG00000035299,Mid1,protein_coding,Mid1,NS,0.11974148159913754,0.04443659548787044
ENSMUSG00000097589.12,NA,262.9762771083623,-0.09952879261787656,0.0953919695308632,-1.0433665759010764,0.2967785475479423,0.42561739412706273,NO,ENSMUSG00000097589,Dleu2,lncRNA,Dleu2,NS,0.09952879261787656,0.036923254348574276
ENSMUSG00000071573.16,NA,73.83657020703323,-0.1822680945070704,0.17474122243260817,-1.043074392920452,0.29691383941326444,0.42577480316928346,NO,ENSMUSG00000071573,Rnls,protein_coding,Rnls,NS,0.1822680945070704,0.06758866267036383
ENSMUSG00000038949.9,Cnst,459.9949299122489,-0.11798968245206524,0.11313044111146103,-1.0429525536439537,0.29697026782947394,0.4257824938805182,NO,ENSMUSG00000038949,Cnst,protein_coding,Cnst,NS,0.11798968245206524,0.04375201356475506
ENSMUSG00000129320.1,ENSMUSG00000129320,478.55755249301086,-0.08956099945815423,0.08587025577144146,-1.0429804669097098,0.2969573394981801,0.4257824938805182,NO,ENSMUSG00000129320,ENSMUSG00000129320,lncRNA,ENSMUSG00000129320,NS,0.08956099945815423,0.03321031111985671
ENSMUSG00000053390.17,NA,365.0828953960234,0.10067413856024,0.09655737780821672,1.0426353826654242,0.29711719543861076,0.42595652949916374,NO,ENSMUSG00000053390,Zfp952,protein_coding,Zfp952,NS,0.10067413856024,0.03731333116223124
ENSMUSG00000023009.15,NA,363.7158468353164,0.14992463178761847,0.14383098115975523,1.0423667458758064,0.2972416778778752,0.42609835986344424,NO,ENSMUSG00000023009,Nckap5l,protein_coding,Nckap5l,NS,0.14992463178761847,0.055545597442839156
ENSMUSG00000059669.9,Taf1b,494.9530344170984,-0.08345758833716768,0.08007021163539602,-1.042305079911569,0.2972702579219688,0.4261027007999615,NO,ENSMUSG00000059669,Taf1b,protein_coding,Taf1b,NS,0.08345758833716768,0.03091984412605259
ENSMUSG00000036565.8,Ttyh3,2051.538703389109,-0.12349275141371556,0.11848996047456796,-1.04222122211123,0.2973091260630857,0.4261217865258287,NO,ENSMUSG00000036565,Ttyh3,protein_coding,Ttyh3,NS,0.12349275141371556,0.045749897859168914
ENSMUSG00000142127.1,ENSMUSG00000142127,24.46187866186307,0.26266650767799404,0.2522224010121528,1.0414083230669824,0.2976860813448995,0.4266253946809508,NO,ENSMUSG00000142127,ENSMUSG00000142127,lncRNA,ENSMUSG00000142127,NS,0.26266650767799404,0.09717434051048561
ENSMUSG00000081332.2,Gm12664,10.145907299979037,-0.9525037529707148,0.9146816471426704,-1.041350021557987,0.2977131290275743,0.4266274933113199,NO,ENSMUSG00000081332,Gm12664,processed_pseudogene,Gm12664,NS,0.9525037529707148,0.35237986887487976
ENSMUSG00000042962.6,Gm5436,382.8703212183271,0.11425403175859015,0.10977370339745392,1.0408142225548724,0.2979617779005255,0.42694712220907055,NO,ENSMUSG00000042962,Gm5436,processed_pseudogene,Gm5436,NS,0.11425403175859015,0.04223125039281988
ENSMUSG00000038369.15,NA,1368.9261474726595,0.1441996290548488,0.13869107427814312,1.039718163590386,0.29847085935949663,0.4276398359548901,NO,ENSMUSG00000038369,Ncoa6,protein_coding,Ncoa6,NS,0.1441996290548488,0.05319839330354365
ENSMUSG00000021670.15,NA,4638.6597552838,0.0856785736498814,0.08242703405413238,1.0394474899292585,0.29859666728127804,0.427762001334102,NO,ENSMUSG00000021670,Hmgcr,protein_coding,Hmgcr,NS,0.0856785736498814,0.03159806921268342
ENSMUSG00000120310.2,Gm56728,6.138485606685434,-0.8132740789954228,0.7824273927181338,-1.0394243434782215,0.29860742729253303,0.427762001334102,NO,ENSMUSG00000120310,Gm56728,lncRNA,Gm56728,NS,0.8132740789954228,0.29993368869550857
ENSMUSG00000113015.2,Gm6296,34.11593135365709,-0.31636087108800964,0.30447746083047605,-1.0390288667841654,0.2987913111846162,0.4279886536088868,NO,ENSMUSG00000113015,Gm6296,transcribed_processed_pseudogene,Gm6296,NS,0.31636087108800964,0.11660041267297983
ENSMUSG00000024095.17,NA,1997.8697571824011,0.06352477535473951,0.06115175424549282,1.0388054461973442,0.2988952279507603,0.42810073188240816,NO,ENSMUSG00000024095,Hnrnpll,protein_coding,Hnrnpll,NS,0.06352477535473951,0.02340595946484669
ENSMUSG00000032717.15,NA,6.395150692740339,-0.9744250912600012,0.9387597679955092,-1.037991959690227,0.2992737983521785,0.4286061371797431,NO,ENSMUSG00000032717,Mdfi,protein_coding,Mdfi,NS,0.9744250912600012,0.3585315414034079
ENSMUSG00000026096.15,NA,35.663173066548296,-0.24051018653269116,0.2317723137512853,-1.0377002440023206,0.2994096313315912,0.42876384818253455,NO,ENSMUSG00000026096,Osgepl1,protein_coding,Osgepl1,NS,0.24051018653269116,0.08845527892060108
ENSMUSG00000024357.11,NA,1331.1708092303777,0.08364340045043726,0.08062561410302362,1.0374296230917075,0.2995356786197851,0.4289075198921119,NO,ENSMUSG00000024357,Sil1,protein_coding,Sil1,NS,0.08364340045043726,0.03075035355274129
ENSMUSG00000117621.2,Hspe1-rs1,813.1021027337747,-0.13077918763671958,0.1260799596426878,-1.037271807568383,0.29960920080285236,0.428975962272548,NO,ENSMUSG00000117621,Hspe1-rs1,protein_coding,Hspe1-rs1,NS,0.13077918763671958,0.04807011927051963
ENSMUSG00000042029.8,Ncapg2,513.3235845831731,0.1856006329710777,0.17899923561994402,1.0368794722964625,0.29979203184622644,0.4292008862523757,NO,ENSMUSG00000042029,Ncapg2,protein_coding,Ncapg2,NS,0.1856006329710777,0.0681784232871591
ENSMUSG00000081660.2,Gm11787,1328.8921984507474,0.1006558753018316,0.09708522966706312,1.036778464108427,0.29983911442597766,0.4292314423699548,NO,ENSMUSG00000081660,Gm11787,unprocessed_pseudogene,Gm11787,NS,0.1006558753018316,0.036971755784074384
ENSMUSG00000086229.4,Gm4887,337.51539579498484,-0.1240101461875878,0.11965750894980696,-1.0363757968553955,0.3000268572596078,0.4294633366232807,NO,ENSMUSG00000086229,Gm4887,processed_pseudogene,Gm4887,NS,0.1240101461875878,0.04552088875250501
ENSMUSG00000036560.15,NA,28.888262314389024,0.2941621312091317,0.2840142122185815,1.0357303210683706,0.3003279725985789,0.42985746039429246,NO,ENSMUSG00000036560,Lgi4,protein_coding,Lgi4,NS,0.2941621312091317,0.10786205579629857
ENSMUSG00000029561.18,NA,16414.07482848141,0.08255999240123078,0.07972216390169028,1.0355964810869909,0.30039043433954726,0.4299051813095064,NO,ENSMUSG00000029561,Oasl2,protein_coding,Oasl2,NS,0.08255999240123078,0.03026874880621709
ENSMUSG00000072572.10,NA,8.426062378090249,0.6765859696301008,0.6533600620798318,1.035548404162223,0.3004128734588437,0.4299051813095064,NO,ENSMUSG00000072572,Slc39a2,protein_coding,Slc39a2,NS,0.6765859696301008,0.24805490122887952
ENSMUSG00000003271.18,NA,7.1409884463283895,0.5161136864391482,0.4985061828497947,1.0353205320116536,0.30051924425927656,0.4300205008810448,NO,ENSMUSG00000003271,Sult2b1,protein_coding,Sult2b1,NS,0.5161136864391482,0.1891612603844289
ENSMUSG00000051306.8,Usp42,289.49369926544654,-0.13161445637021713,0.12713474902122157,-1.035235900361496,0.3005587567351489,0.4300401396237961,NO,ENSMUSG00000051306,Usp42,protein_coding,Usp42,NS,0.13161445637021713,0.048235514493934976
ENSMUSG00000120276.2,Gm56938,12.964965161675677,0.4466248386600505,0.4315619166987585,1.0349032696780016,0.3007140875202993,0.4302254738751297,NO,ENSMUSG00000120276,Gm56938,lncRNA,Gm56938,NS,0.4466248386600505,0.16360041058380984
ENSMUSG00000033365.15,NA,1804.569607849783,-0.09533960419889352,0.09217840973898796,-1.03429430458669,0.30099859862012657,0.43059557609927346,NO,ENSMUSG00000033365,Ipo13,protein_coding,Ipo13,NS,0.09533960419889352,0.03488766296999578
ENSMUSG00000090544.4,Gm6576,525.9333763544482,0.13389550969474923,0.1294699581825534,1.0341820726160722,0.30105105344012456,0.4306336736290545,NO,ENSMUSG00000090544,Gm6576,processed_pseudogene,Gm6576,NS,0.13389550969474923,0.048991297613613385
ENSMUSG00000045045.8,Lrfn4,39.026267058830754,-0.34987213221075025,0.3383462031600406,-1.0340654895579182,0.30110554831262043,0.4306746825337729,NO,ENSMUSG00000045045,Lrfn4,protein_coding,Lrfn4,NS,0.34987213221075025,0.12800094969605358
ENSMUSG00000023272.5,Creld2,2541.9794319394687,-0.10744406148169416,0.10391168114181742,-1.033994064007643,0.30113893828110366,0.4306855004095784,NO,ENSMUSG00000023272,Creld2,protein_coding,Creld2,NS,0.10744406148169416,0.039307308492898645
ENSMUSG00000028329.14,NA,297.7692545298733,-0.10730980704429018,0.10379356076871918,-1.0338773065451157,0.3011935252920733,0.4307173886080344,NO,ENSMUSG00000028329,Xpa,protein_coding,Xpa,NS,0.10730980704429018,0.03925474242015321
ENSMUSG00000082260.4,Gm7429,1693.9746436024652,0.1016013205219781,0.09827606284801156,1.0338358861517396,0.3012128919373289,0.4307173886080344,NO,ENSMUSG00000082260,Gm7429,processed_pseudogene,Gm7429,NS,0.1016013205219781,0.03716653469511472
ENSMUSG00000075595.10,NA,756.2954240739026,0.1229284423765886,0.11892289451969708,1.0336818900437046,0.3012849021000283,0.430746487261666,NO,ENSMUSG00000075595,Zfp652,protein_coding,Zfp652,NS,0.1229284423765886,0.04496455120847884
ENSMUSG00000035958.4,Tdp2,293.8287888015128,-0.09000969718951003,0.08707462968627544,-1.0337074933744703,0.3012729289249117,0.430746487261666,NO,ENSMUSG00000035958,Tdp2,protein_coding,Tdp2,NS,0.09000969718951003,0.03292359001945822
ENSMUSG00000073616.11,NA,3711.109129465313,0.13717791175514416,0.13273904223758634,1.0334405721386235,0.30139776788969425,0.4308367230029736,NO,ENSMUSG00000073616,Cops9,protein_coding,Cops9,NS,0.13717791175514416,0.05016421825796557
ENSMUSG00000093548.2,Gm6407,35.42888195142254,0.2522759436121667,0.2441136460936036,1.0334364655527422,0.30139968880742923,0.4308367230029736,NO,ENSMUSG00000093548,Gm6407,processed_pseudogene,Gm6407,NS,0.2522759436121667,0.0922541051593197
ENSMUSG00000053208.11,NA,51.20203323588922,-0.2789635385164868,0.27001613868779184,-1.033136537216542,0.3015400068694551,0.4309636436722479,NO,ENSMUSG00000053208,Kat2b-ps,processed_pseudogene,Kat2b-ps,NS,0.2789635385164868,0.10197773416926219
ENSMUSG00000030157.6,Clec2d,1275.5997783298806,-0.13893318647164166,0.1344771256868129,-1.0331361989042405,0.3015401651695723,0.4309636436722479,NO,ENSMUSG00000030157,Clec2d,protein_coding,Clec2d,NS,0.13893318647164166,0.05078832750917471
ENSMUSG00000113340.2,Gm7695,97.56685460971129,0.16473638073243582,0.15948432183505928,1.0329315059746642,0.3016359534294274,0.4310636009417372,NO,ENSMUSG00000113340,Gm7695,processed_pseudogene,Gm7695,NS,0.16473638073243582,0.0602043348919282
ENSMUSG00000096768.11,NA,134.07226681124098,-0.2385066912494675,0.2310140309760104,-1.0324337887261712,0.30186895007683207,0.4313596068107328,NO,ENSMUSG00000096768,Erdr1y,lncRNA,Erdr1y,NS,0.2385066912494675,0.08709322867496574
ENSMUSG00000025958.15,NA,1332.9431237846795,-0.0992287023912512,0.09614595342500114,-1.0320632211386285,0.3020425018588651,0.4315336498456507,NO,ENSMUSG00000025958,Creb1,protein_coding,Creb1,NS,0.0992287023912512,0.03621702103507869
ENSMUSG00000116561.2,Gm18335,84.16006441201297,-0.18714492817730025,0.18132322838972764,-1.032106751237959,0.3020221115124184,0.4315336498456507,NO,ENSMUSG00000116561,Gm18335,processed_pseudogene,Gm18335,NS,0.18714492817730025,0.06830515402369268
ENSMUSG00000024943.10,NA,897.0005322584591,-0.10974369003849604,0.1063527513140068,-1.0318838834218542,0.3021265168001372,0.4316167047167898,NO,ENSMUSG00000024943,Smc5,protein_coding,Smc5,NS,0.10974369003849604,0.040045665129238385
ENSMUSG00000133449.1,ENSMUSG00000133449,17.836159493043123,0.5083386044395501,0.4928083543849124,1.0315137718678116,0.3022999533576648,0.4318274817708085,NO,ENSMUSG00000133449,ENSMUSG00000133449,lncRNA,ENSMUSG00000133449,NS,0.5083386044395501,0.18538586451286515
ENSMUSG00000015942.10,NA,88.64096326516984,-0.18567033533645372,0.18003002122369094,-1.0313298530679758,0.3023861634735803,0.431880035548494,NO,ENSMUSG00000015942,Gtf2ird2,protein_coding,Gtf2ird2,NS,0.18567033533645372,0.06770225021713848
ENSMUSG00000045176.4,Borcs6,679.72018126282,0.12273527559504534,0.11900739474672146,1.031324783272987,0.302388540121385,0.431880035548494,NO,ENSMUSG00000045176,Borcs6,protein_coding,Borcs6,NS,0.12273527559504534,0.044753806922078455
ENSMUSG00000026984.5,Il36a,142.9088705972516,0.2700564053475677,0.26200884094392235,1.0307148582263594,0.302674554987296,0.43222603921364416,NO,ENSMUSG00000026984,Il36a,protein_coding,Il36a,NS,0.2700564053475677,0.098378597518252
ENSMUSG00000022602.15,NA,16.568288775321896,0.4119464858906862,0.3996773407835289,1.0306976249469255,0.30268263887844427,0.43222603921364416,NO,ENSMUSG00000022602,Arc,protein_coding,Arc,NS,0.4119464858906862,0.1500676034043312
ENSMUSG00000024222.19,NA,689.4737492323345,-0.09257577382811397,0.08989911104433027,-1.0297740739890495,0.3031160738053307,0.43280791564155274,NO,ENSMUSG00000024222,Fkbp5,protein_coding,Fkbp5,NS,0.09257577382811397,0.03367025376782545
ENSMUSG00000092060.5,Bend4,288.5294241037623,0.1474100989772221,0.14316518171626774,1.0296504863128464,0.30317410645574927,0.4328537156897324,NO,ENSMUSG00000092060,Bend4,protein_coding,Bend4,NS,0.1474100989772221,0.053606987083229696
ENSMUSG00000103400.3,Gm15853,12.728532039052174,-0.6683982371247292,0.649221248794106,-1.0295384483583114,0.3032267221243467,0.4328917745180726,NO,ENSMUSG00000103400,Gm15853,lncRNA,Gm15853,NS,0.6683982371247292,0.24304341229931214
ENSMUSG00000103408.3,Gm37933,7.699423416412468,-0.5661959882269537,0.5501856911756515,-1.0290998063164656,0.30343277718152023,0.4331488608353905,NO,ENSMUSG00000103408,Gm37933,lncRNA,Gm37933,NS,0.5661959882269537,0.20573457290312577
ENSMUSG00000100627.9,A830008E24Rik,13.077819754986908,-0.5160915884812559,0.5015393422519331,-1.0290151639230984,0.3034725492249174,0.4331685552404967,NO,ENSMUSG00000100627,A830008E24Rik,lncRNA,A830008E24Rik,NS,0.5160915884812559,0.18751830597683525
ENSMUSG00000026827.13,NA,3981.431140845213,-0.0844791705685121,0.08213545762882538,-1.028534727964603,0.30369836367433534,0.43345377547357206,NO,ENSMUSG00000026827,Gpd2,protein_coding,Gpd2,NS,0.0844791705685121,0.03067077196124924
ENSMUSG00000067161.7,Gm5560,1442.658675299975,0.0784641189100657,0.07630465552354934,1.0283005456442944,0.30380847448057646,0.43357382288729934,NO,ENSMUSG00000067161,Gm5560,processed_pseudogene,Gm5560,NS,0.0784641189100657,0.028477527711402655
ENSMUSG00000027865.11,NA,981.3010324518302,-0.06556037731897342,0.06376693352380883,-1.0281249810216289,0.3038910410689459,0.4336545439727658,NO,ENSMUSG00000027865,Gdap2,protein_coding,Gdap2,NS,0.06556037731897342,0.023788982734843155
ENSMUSG00000052214.10,NA,1406.4119008266407,0.07046828759326322,0.06855598522463283,1.0278940250419344,0.30399968045434705,0.4337541528994258,NO,ENSMUSG00000052214,Opa3,protein_coding,Opa3,NS,0.07046828759326322,0.025562819087598436
ENSMUSG00000035048.14,NA,621.6896774583386,0.12755361953399494,0.12409557237535268,1.0278659995070791,0.3040128651408305,0.4337541528994258,NO,ENSMUSG00000035048,Anapc13,protein_coding,Anapc13,NS,0.12755361953399494,0.04627088597548937
ENSMUSG00000066442.18,NA,1764.3663096321295,0.11041582461247416,0.10743175493179932,1.0277764212505809,0.3040550100140244,0.4337771705872077,NO,ENSMUSG00000066442,Mthfs,protein_coding,Mthfs,NS,0.11041582461247416,0.04005149735686266
ENSMUSG00000120503.2,Gm56965,51.38376917323871,0.16408908984676365,0.1596743921436675,1.0276481259382158,0.30411537728719584,0.4338261789256867,NO,ENSMUSG00000120503,Gm56965,lncRNA,Gm56965,NS,0.16408908984676365,0.05951252755649263
ENSMUSG00000090675.3,Or5v1b,9.535593159940962,-0.453591882874295,0.4414729192361989,-1.0274512050683955,0.3042080506851255,0.4339212602194127,NO,ENSMUSG00000090675,Or5v1b,protein_coding,Or5v1b,NS,0.453591882874295,0.1644674593537135
ENSMUSG00000001552.15,NA,151.43354498705392,0.1619022603918579,0.15764895189345796,1.0269796179886714,0.3044300616270554,0.4342007960736209,NO,ENSMUSG00000001552,Jup,protein_coding,Jup,NS,0.1619022603918579,0.058658708333667646
ENSMUSG00000025204.11,NA,2494.430271493404,0.10672034205305356,0.10392839515442127,1.0268641394345008,0.3044844423215053,0.4342412178357498,NO,ENSMUSG00000025204,Ndufb8,protein_coding,Ndufb8,NS,0.10672034205305356,0.03866146690309981
ENSMUSG00000120386.2,Gm56514,34.40313556988891,-0.20547257028004057,0.20015552773213996,-1.0265645551144418,0.3046255514265971,0.43440531003847555,NO,ENSMUSG00000120386,Gm56514,lncRNA,Gm56514,NS,0.20547257028004057,0.07440261931616099
ENSMUSG00000046079.17,NA,3168.0463237118893,0.09455386101568997,0.09212105141113336,1.0264088345420534,0.3046989155019038,0.43447277596492073,NO,ENSMUSG00000046079,Lrrc8d,protein_coding,Lrrc8d,NS,0.09455386101568997,0.0342320369546166
ENSMUSG00000022938.9,Fam3b,48.61655488392341,0.32056481489698674,0.3123346615336244,1.026350432330983,0.30472643335015065,0.4344748634188707,NO,ENSMUSG00000022938,Fam3b,protein_coding,Fam3b,NS,0.32056481489698674,0.11605579323865155
ENSMUSG00000121881.2,Dnaaf8,6.712157177310218,-0.5305601993019893,0.5169685912166423,-1.026290974570351,0.3047544502448213,0.43447766198876975,NO,ENSMUSG00000121881,Dnaaf8,lncRNA,Dnaaf8,NS,0.5305601993019893,0.19208006041461875
ENSMUSG00000068523.13,NA,7192.490610467672,0.06416105231674687,0.06252084489488248,1.0262345690404873,0.30478103048820504,0.4344784120722608,NO,ENSMUSG00000068523,Gng5,protein_coding,Gng5,NS,0.06416105231674687,0.023228341097672904
ENSMUSG00000121781.2,ENSMUSG00000121781,20.90643347563549,-0.30619303987568036,0.29842967119332164,-1.0260140643901643,0.30488495469736066,0.4345894097387115,NO,ENSMUSG00000121781,ENSMUSG00000121781,lncRNA,ENSMUSG00000121781,NS,0.30619303987568036,0.11081764861204457
ENSMUSG00000027827.18,NA,40.64769589134476,0.4406276531986949,0.4295445946477713,1.0258018810829448,0.30498497924386997,0.4346576800163042,NO,ENSMUSG00000027827,Kcnab1,protein_coding,Kcnab1,NS,0.4406276531986949,0.1594422806121628
ENSMUSG00000101355.2,H3c10,7.356910172800473,0.8880213636593403,0.8656557462802305,1.025836618627227,0.30496860225633227,0.4346576800163042,NO,ENSMUSG00000101355,H3c10,protein_coding,H3c10,NS,0.8880213636593403,0.3213328769230033
ENSMUSG00000025213.12,NA,13.30754103368662,-0.28434050480583006,0.2772492880070953,-1.0255770424144544,0.3050909933675583,0.43477161215154697,NO,ENSMUSG00000025213,Kazald1,protein_coding,Kazald1,NS,0.28434050480583006,0.10285699878757175
ENSMUSG00000025224.17,NA,1627.6606436144311,-0.1286662639461865,0.12551728377627228,-1.0250880203520585,0.30532165753999174,0.4350631428810478,NO,ENSMUSG00000025224,Gbf1,protein_coding,Gbf1,NS,0.1286662639461865,0.04650612609083427
ENSMUSG00000082308.2,Gm15770,23.254908581244763,-0.2704690988146211,0.2639287125299654,-1.0247808820115134,0.3054665890954563,0.4352324709292404,NO,ENSMUSG00000082308,Gm15770,processed_pseudogene,Gm15770,NS,0.2704690988146211,0.09771472742604882
ENSMUSG00000087535.4,Zmiz1os1,19.692117097556824,0.2721214303484463,0.2656502595089882,1.0243597384448977,0.3056653912787076,0.4354785190058717,NO,ENSMUSG00000087535,Zmiz1os1,lncRNA,Zmiz1os1,NS,0.2721214303484463,0.09824488785383781
ENSMUSG00000142621.1,ENSMUSG00000142621,19.49539701504752,-0.23880481809501225,0.23316224980448963,-1.0242001794683917,0.3057407340166526,0.43554864859573705,NO,ENSMUSG00000142621,ENSMUSG00000142621,lncRNA,ENSMUSG00000142621,NS,0.23880481809501225,0.08619978222479521
ENSMUSG00000121883.2,ENSMUSG00000121883,92.62911510507696,0.1935567034832304,0.18900059136291925,1.0241063379085549,0.30578505115734256,0.4355745718886003,NO,ENSMUSG00000121883,ENSMUSG00000121883,lncRNA,ENSMUSG00000121883,NS,0.1935567034832304,0.0698618690939339
ENSMUSG00000100514.2,Gm12960,383.16544810416826,0.1535020327896037,0.14993788466426108,1.02377083105663,0.3059435307630485,0.43576309523442064,NO,ENSMUSG00000100514,Gm12960,processed_pseudogene,Gm12960,NS,0.1535020327896037,0.0553757897013356
ENSMUSG00000032301.14,NA,7592.474405104418,-0.06667653915154169,0.06514018481384214,-1.023585354295358,0.3060311657074201,0.4358506891567972,NO,ENSMUSG00000032301,Psma4,protein_coding,Psma4,NS,0.06667653915154169,0.024047711498177207
ENSMUSG00000107211.2,Gm5864,6.348430132609355,-0.6679339465114713,0.6528306670690899,-1.0231350642735402,0.3062439901168544,0.4361165481800738,NO,ENSMUSG00000107211,Gm5864,processed_pseudogene,Gm5864,NS,0.6679339465114713,0.2407216803848955
ENSMUSG00000004035.13,NA,17.694737559096644,-0.2887393335208971,0.28235513111626875,-1.022610541481534,0.306492023449776,0.43643249791208816,NO,ENSMUSG00000004035,Gstm7,protein_coding,Gstm7,NS,0.2887393335208971,0.10397010180461713
ENSMUSG00000043572.8,Pars2,155.31735166197748,-0.13822368201403223,0.135201683595345,-1.022351780971397,0.3066144336556093,0.4365322543875131,NO,ENSMUSG00000043572,Pars2,protein_coding,Pars2,NS,0.13822368201403223,0.04975826718912152
ENSMUSG00000035435.18,NA,9.53731447470338,-0.4616430458929539,0.45154974950449406,-1.0223525677946577,0.3066140613889911,0.4365322543875131,NO,ENSMUSG00000035435,Abca17,protein_coding,Abca17,NS,0.4616430458929539,0.16618395407242556
ENSMUSG00000073678.5,Pgap1,848.8714965649802,0.14032552064795012,0.13727575698671188,1.0222163310418566,0.3066785230150093,0.436586225866339,NO,ENSMUSG00000073678,Pgap1,protein_coding,Pgap1,NS,0.14032552064795012,0.05050736047083141
ENSMUSG00000135451.1,ENSMUSG00000135451,65.87185020253393,-0.3817456635263261,0.3735314639681734,-1.0219906496520803,0.3067853259171551,0.4367009897562509,NO,ENSMUSG00000135451,ENSMUSG00000135451,lncRNA,ENSMUSG00000135451,NS,0.3817456635263261,0.13735813039444886
ENSMUSG00000079710.12,NA,7.606886157116664,0.4729590763816888,0.46299332851637526,1.0215246035990366,0.3070059584961509,0.43697775383081366,NO,ENSMUSG00000079710,Dynlt2a2,protein_coding,Dynlt2a2,NS,0.4729590763816888,0.17004802416632328
ENSMUSG00000028278.15,NA,176.31774283184814,-0.15488157008157896,0.1516879839652024,-1.0210536525893126,0.30722901987642526,0.437257927409684,NO,ENSMUSG00000028278,Rragd,protein_coding,Rragd,NS,0.15488157008157896,0.05564311034888169
ENSMUSG00000028136.16,NA,2438.884593324793,-0.08365796151605828,0.08194134172100234,-1.0209493737715545,0.30727842503553826,0.4372909213084687,NO,ENSMUSG00000028136,Snx27,protein_coding,Snx27,NS,0.08365796151605828,0.030052410952720057
ENSMUSG00000026273.14,NA,499.6637765458459,0.07345424807806225,0.07197679257120836,1.0205268316922045,0.3074786706225711,0.4375385537419571,NO,ENSMUSG00000026273,Mterf4,protein_coding,Mterf4,NS,0.07345424807806225,0.026368875777309037
ENSMUSG00000105808.2,Gm42627,10.703599824824083,0.4233331320979205,0.4149075378480936,1.0203071611895171,0.3075828081008502,0.4376493948711415,NO,ENSMUSG00000105808,Gm42627,processed_pseudogene,Gm42627,NS,0.4233331320979205,0.15192311376905235
ENSMUSG00000031667.17,NA,1178.4880793711982,0.06672372468337842,0.06542801873165188,1.0198035333614606,0.3078216471166521,0.43795186309336154,NO,ENSMUSG00000031667,Aktip,protein_coding,Aktip,NS,0.06672372468337842,0.02392536761857727
ENSMUSG00000050556.10,NA,9.050505323711713,0.5113084404360405,0.5015222409509192,1.0195129920191894,0.3079594884191486,0.4381105979250744,NO,ENSMUSG00000050556,Kcnb1,protein_coding,Kcnb1,NS,0.5113084404360405,0.18326124925447682
ENSMUSG00000030536.11,NA,24395.354342768336,0.11662736658499526,0.11440633730236784,1.0194135162002207,0.30800669203861786,0.4381403733204804,NO,ENSMUSG00000030536,Iqgap1,protein_coding,Iqgap1,NS,0.11662736658499526,0.04179770007761974
ENSMUSG00000028999.16,NA,397.0062678518949,-0.07532683995730775,0.07389669908023919,-1.0193532443920896,0.3080352947602971,0.4381436860647147,NO,ENSMUSG00000028999,Rint1,protein_coding,Rint1,NS,0.07532683995730775,0.026995892208368025
ENSMUSG00000126924.1,ENSMUSG00000126924,5.6424745155348965,-0.549260872839641,0.5389007831946433,-1.0192244842985425,0.3080964053204915,0.4381932328464406,NO,ENSMUSG00000126924,ENSMUSG00000126924,lncRNA,ENSMUSG00000126924,NS,0.549260872839641,0.19681902887860497
ENSMUSG00000002308.17,NA,232.78134391078805,0.1437261654667996,0.14106347412313075,1.0188758384140224,0.30826191567889893,0.4383912421850007,NO,ENSMUSG00000002308,Cd320,protein_coding,Cd320,NS,0.1437261654667996,0.051473820191330115
ENSMUSG00000121083.2,4930423K06Rik,5.872927967528089,-0.7516246346163152,0.7377732774065897,-1.0187745444757983,0.30831001330543994,0.4384222547865197,NO,ENSMUSG00000121083,4930423K06Rik,lncRNA,4930423K06Rik,NS,0.7516246346163152,0.2691623502234195
ENSMUSG00000017765.18,NA,2791.323474968712,-0.06888322336970108,0.06766786475803407,-1.017960646697112,0.3086966583782205,0.4388982783927444,NO,ENSMUSG00000017765,Slc12a4,protein_coding,Slc12a4,NS,0.06888322336970108,0.024635128925034992
ENSMUSG00000046822.15,NA,969.0032180693784,-0.07279435092142879,0.07151009553596442,-1.0179590780272203,0.30869740388993155,0.4388982783927444,NO,ENSMUSG00000046822,Slc39a3,protein_coding,Slc39a3,NS,0.07279435092142879,0.026033889418021004
ENSMUSG00000086158.4,Pierce2,108.55756288754684,0.11387400251469525,0.11196846459500712,1.0170185232652826,0.3091446176954546,0.4394479612155767,NO,ENSMUSG00000086158,Pierce2,protein_coding,Pierce2,NS,0.11387400251469525,0.04066355748828299
ENSMUSG00000020652.18,NA,293.75910655746554,0.08984653232617777,0.08834643469840195,1.016979718908826,0.3091630775354489,0.4394479612155767,NO,ENSMUSG00000020652,Cenpo,protein_coding,Cenpo,NS,0.08984653232617777,0.03208352698322807
ENSMUSG00000021877.13,NA,7904.29278988074,-0.05881339906150614,0.05782548362285111,-1.0170844301986024,0.3091132664046606,0.4394479612155767,NO,ENSMUSG00000021877,Arf4,protein_coding,Arf4,NS,0.05881339906150614,0.021001826413454265
ENSMUSG00000139110.1,ENSMUSG00000139110,9.670306949069271,-0.4726796937532329,0.4649688858934442,-1.0165834921297416,0.3093516105156212,0.4396784673108752,NO,ENSMUSG00000139110,ENSMUSG00000139110,lncRNA,ENSMUSG00000139110,NS,0.4726796937532329,0.16868274573418857
